No of Trainings | Percentage0th training :=  Win Percent :70 | Draw Percent :30
574th training :=  Win Percent :80 | Draw Percent :20
575th training :=  Win Percent :100 | Draw Percent :0
576th training :=  Win Percent :70 | Draw Percent :20
577th training :=  Win Percent :100 | Draw Percent :0
578th training :=  Win Percent :100 | Draw Percent :0
579th training :=  Win Percent :100 | Draw Percent :0
580th training :=  Win Percent :70 | Draw Percent :20
581th training :=  Win Percent :100 | Draw Percent :0
582th training :=  Win Percent :100 | Draw Percent :0
583th training :=  Win Percent :100 | Draw Percent :0
584th training :=  Win Percent :100 | Draw Percent :0
585th training :=  Win Percent :80 | Draw Percent :10
586th training :=  Win Percent :100 | Draw Percent :0
587th training :=  Win Percent :100 | Draw Percent :0
588th training :=  Win Percent :100 | Draw Percent :0
589th training :=  Win Percent :100 | Draw Percent :0
590th training :=  Win Percent :100 | Draw Percent :0
591th training :=  Win Percent :90 | Draw Percent :10
592th training :=  Win Percent :100 | Draw Percent :0
593th training :=  Win Percent :100 | Draw Percent :0
594th training :=  Win Percent :100 | Draw Percent :0
595th training :=  Win Percent :90 | Draw Percent :10
596th training :=  Win Percent :90 | Draw Percent :10
597th training :=  Win Percent :100 | Draw Percent :0
598th training :=  Win Percent :90 | Draw Percent :10
599th training :=  Win Percent :90 | Draw Percent :10
600th training :=  Win Percent :90 | Draw Percent :0
601th training :=  Win Percent :100 | Draw Percent :0
602th training :=  Win Percent :100 | Draw Percent :0
603th training :=  Win Percent :100 | Draw Percent :0
604th training :=  Win Percent :100 | Draw Percent :0
605th training :=  Win Percent :100 | Draw Percent :0
606th training :=  Win Percent :100 | Draw Percent :0
607th training :=  Win Percent :80 | Draw Percent :10
608th training :=  Win Percent :90 | Draw Percent :10
609th training :=  Win Percent :90 | Draw Percent :10
610th training :=  Win Percent :90 | Draw Percent :0
611th training :=  Win Percent :90 | Draw Percent :10
612th training :=  Win Percent :100 | Draw Percent :0
613th training :=  Win Percent :90 | Draw Percent :10
614th training :=  Win Percent :90 | Draw Percent :0
615th training :=  Win Percent :90 | Draw Percent :0
616th training :=  Win Percent :100 | Draw Percent :0
617th training :=  Win Percent :100 | Draw Percent :0
618th training :=  Win Percent :90 | Draw Percent :0
619th training :=  Win Percent :100 | Draw Percent :0
620th training :=  Win Percent :100 | Draw Percent :0
621th training :=  Win Percent :80 | Draw Percent :10
622th training :=  Win Percent :100 | Draw Percent :0
623th training :=  Win Percent :100 | Draw Percent :0
624th training :=  Win Percent :100 | Draw Percent :0
625th training :=  Win Percent :100 | Draw Percent :0
626th training :=  Win Percent :90 | Draw Percent :10
627th training :=  Win Percent :100 | Draw Percent :0
628th training :=  Win Percent :100 | Draw Percent :0
629th training :=  Win Percent :100 | Draw Percent :0
630th training :=  Win Percent :90 | Draw Percent :0
631th training :=  Win Percent :80 | Draw Percent :10
632th training :=  Win Percent :100 | Draw Percent :0
633th training :=  Win Percent :100 | Draw Percent :0
634th training :=  Win Percent :90 | Draw Percent :10
635th training :=  Win Percent :100 | Draw Percent :0
636th training :=  Win Percent :100 | Draw Percent :0
637th training :=  Win Percent :100 | Draw Percent :0
638th training :=  Win Percent :100 | Draw Percent :0
639th training :=  Win Percent :100 | Draw Percent :0
640th training :=  Win Percent :100 | Draw Percent :0
641th training :=  Win Percent :90 | Draw Percent :10
642th training :=  Win Percent :90 | Draw Percent :0
643th training :=  Win Percent :100 | Draw Percent :0
644th training :=  Win Percent :100 | Draw Percent :0
645th training :=  Win Percent :90 | Draw Percent :10
646th training :=  Win Percent :100 | Draw Percent :0
647th training :=  Win Percent :100 | Draw Percent :0
648th training :=  Win Percent :90 | Draw Percent :0
649th training :=  Win Percent :100 | Draw Percent :0
650th training :=  Win Percent :100 | Draw Percent :0
651th training :=  Win Percent :90 | Draw Percent :10
652th training :=  Win Percent :100 | Draw Percent :0
653th training :=  Win Percent :90 | Draw Percent :0
654th training :=  Win Percent :100 | Draw Percent :0
655th training :=  Win Percent :90 | Draw Percent :0
656th training :=  Win Percent :90 | Draw Percent :10
657th training :=  Win Percent :80 | Draw Percent :10
658th training :=  Win Percent :90 | Draw Percent :10
659th training :=  Win Percent :100 | Draw Percent :0
660th training :=  Win Percent :100 | Draw Percent :0
661th training :=  Win Percent :100 | Draw Percent :0
662th training :=  Win Percent :100 | Draw Percent :0
663th training :=  Win Percent :80 | Draw Percent :20
664th training :=  Win Percent :90 | Draw Percent :10
665th training :=  Win Percent :100 | Draw Percent :0
666th training :=  Win Percent :100 | Draw Percent :0
667th training :=  Win Percent :100 | Draw Percent :0
668th training :=  Win Percent :90 | Draw Percent :0
669th training :=  Win Percent :90 | Draw Percent :10
670th training :=  Win Percent :100 | Draw Percent :0
671th training :=  Win Percent :100 | Draw Percent :0
672th training :=  Win Percent :100 | Draw Percent :0
673th training :=  Win Percent :100 | Draw Percent :0
674th training :=  Win Percent :90 | Draw Percent :10
675th training :=  Win Percent :80 | Draw Percent :20
676th training :=  Win Percent :90 | Draw Percent :0
677th training :=  Win Percent :100 | Draw Percent :0
678th training :=  Win Percent :90 | Draw Percent :10
679th training :=  Win Percent :80 | Draw Percent :10
680th training :=  Win Percent :100 | Draw Percent :0
681th training :=  Win Percent :100 | Draw Percent :0
682th training :=  Win Percent :80 | Draw Percent :10
683th training :=  Win Percent :100 | Draw Percent :0
684th training :=  Win Percent :80 | Draw Percent :10
685th training :=  Win Percent :100 | Draw Percent :0
686th training :=  Win Percent :100 | Draw Percent :0
687th training :=  Win Percent :100 | Draw Percent :0
688th training :=  Win Percent :100 | Draw Percent :0
689th training :=  Win Percent :100 | Draw Percent :0
690th training :=  Win Percent :100 | Draw Percent :0
691th training :=  Win Percent :90 | Draw Percent :10
692th training :=  Win Percent :80 | Draw Percent :20
693th training :=  Win Percent :100 | Draw Percent :0
694th training :=  Win Percent :100 | Draw Percent :0
695th training :=  Win Percent :100 | Draw Percent :0
696th training :=  Win Percent :90 | Draw Percent :10
697th training :=  Win Percent :100 | Draw Percent :0
698th training :=  Win Percent :100 | Draw Percent :0
699th training :=  Win Percent :100 | Draw Percent :0
700th training :=  Win Percent :90 | Draw Percent :10
701th training :=  Win Percent :100 | Draw Percent :0
702th training :=  Win Percent :100 | Draw Percent :0
703th training :=  Win Percent :90 | Draw Percent :0
704th training :=  Win Percent :100 | Draw Percent :0
705th training :=  Win Percent :100 | Draw Percent :0
706th training :=  Win Percent :90 | Draw Percent :10
707th training :=  Win Percent :100 | Draw Percent :0
708th training :=  Win Percent :90 | Draw Percent :10
709th training :=  Win Percent :90 | Draw Percent :0
710th training :=  Win Percent :100 | Draw Percent :0
711th training :=  Win Percent :90 | Draw Percent :10
712th training :=  Win Percent :90 | Draw Percent :10
713th training :=  Win Percent :90 | Draw Percent :0
714th training :=  Win Percent :100 | Draw Percent :0
715th training :=  Win Percent :90 | Draw Percent :10
716th training :=  Win Percent :90 | Draw Percent :0
717th training :=  Win Percent :100 | Draw Percent :0
718th training :=  Win Percent :100 | Draw Percent :0
719th training :=  Win Percent :100 | Draw Percent :0
720th training :=  Win Percent :100 | Draw Percent :0
721th training :=  Win Percent :90 | Draw Percent :0
722th training :=  Win Percent :100 | Draw Percent :0
723th training :=  Win Percent :100 | Draw Percent :0
724th training :=  Win Percent :80 | Draw Percent :20
725th training :=  Win Percent :90 | Draw Percent :0
726th training :=  Win Percent :90 | Draw Percent :10
727th training :=  Win Percent :80 | Draw Percent :20
728th training :=  Win Percent :100 | Draw Percent :0
729th training :=  Win Percent :100 | Draw Percent :0
730th training :=  Win Percent :90 | Draw Percent :10
731th training :=  Win Percent :100 | Draw Percent :0
732th training :=  Win Percent :100 | Draw Percent :0
733th training :=  Win Percent :100 | Draw Percent :0
734th training :=  Win Percent :100 | Draw Percent :0
735th training :=  Win Percent :90 | Draw Percent :10
736th training :=  Win Percent :100 | Draw Percent :0
737th training :=  Win Percent :100 | Draw Percent :0
738th training :=  Win Percent :90 | Draw Percent :0
739th training :=  Win Percent :100 | Draw Percent :0
740th training :=  Win Percent :100 | Draw Percent :0
741th training :=  Win Percent :100 | Draw Percent :0
742th training :=  Win Percent :100 | Draw Percent :0
743th training :=  Win Percent :100 | Draw Percent :0
744th training :=  Win Percent :90 | Draw Percent :0
745th training :=  Win Percent :100 | Draw Percent :0
746th training :=  Win Percent :90 | Draw Percent :10
747th training :=  Win Percent :100 | Draw Percent :0
748th training :=  Win Percent :100 | Draw Percent :0
749th training :=  Win Percent :100 | Draw Percent :0
750th training :=  Win Percent :100 | Draw Percent :0
751th training :=  Win Percent :90 | Draw Percent :10
752th training :=  Win Percent :100 | Draw Percent :0
753th training :=  Win Percent :100 | Draw Percent :0
754th training :=  Win Percent :100 | Draw Percent :0
755th training :=  Win Percent :90 | Draw Percent :10
756th training :=  Win Percent :80 | Draw Percent :20
757th training :=  Win Percent :100 | Draw Percent :0
758th training :=  Win Percent :90 | Draw Percent :10
759th training :=  Win Percent :80 | Draw Percent :20
760th training :=  Win Percent :90 | Draw Percent :10
761th training :=  Win Percent :90 | Draw Percent :10
762th training :=  Win Percent :100 | Draw Percent :0
763th training :=  Win Percent :100 | Draw Percent :0
764th training :=  Win Percent :100 | Draw Percent :0
765th training :=  Win Percent :100 | Draw Percent :0
766th training :=  Win Percent :100 | Draw Percent :0
767th training :=  Win Percent :100 | Draw Percent :0
768th training :=  Win Percent :100 | Draw Percent :0
769th training :=  Win Percent :100 | Draw Percent :0
770th training :=  Win Percent :100 | Draw Percent :0
771th training :=  Win Percent :90 | Draw Percent :10
772th training :=  Win Percent :90 | Draw Percent :0
773th training :=  Win Percent :100 | Draw Percent :0
774th training :=  Win Percent :80 | Draw Percent :20
775th training :=  Win Percent :90 | Draw Percent :10
776th training :=  Win Percent :100 | Draw Percent :0
777th training :=  Win Percent :90 | Draw Percent :10
778th training :=  Win Percent :90 | Draw Percent :10
779th training :=  Win Percent :90 | Draw Percent :0
780th training :=  Win Percent :90 | Draw Percent :0
781th training :=  Win Percent :100 | Draw Percent :0
782th training :=  Win Percent :100 | Draw Percent :0
783th training :=  Win Percent :100 | Draw Percent :0
784th training :=  Win Percent :80 | Draw Percent :10
785th training :=  Win Percent :90 | Draw Percent :10
786th training :=  Win Percent :90 | Draw Percent :10
787th training :=  Win Percent :100 | Draw Percent :0
788th training :=  Win Percent :100 | Draw Percent :0
789th training :=  Win Percent :100 | Draw Percent :0
790th training :=  Win Percent :80 | Draw Percent :20
791th training :=  Win Percent :90 | Draw Percent :10
792th training :=  Win Percent :100 | Draw Percent :0
793th training :=  Win Percent :90 | Draw Percent :10
794th training :=  Win Percent :90 | Draw Percent :10
795th training :=  Win Percent :90 | Draw Percent :10
796th training :=  Win Percent :100 | Draw Percent :0
797th training :=  Win Percent :90 | Draw Percent :10
798th training :=  Win Percent :90 | Draw Percent :10
799th training :=  Win Percent :100 | Draw Percent :0
800th training :=  Win Percent :80 | Draw Percent :10
801th training :=  Win Percent :90 | Draw Percent :0
802th training :=  Win Percent :90 | Draw Percent :0
803th training :=  Win Percent :90 | Draw Percent :0
804th training :=  Win Percent :90 | Draw Percent :0
805th training :=  Win Percent :100 | Draw Percent :0
806th training :=  Win Percent :90 | Draw Percent :0
807th training :=  Win Percent :100 | Draw Percent :0
808th training :=  Win Percent :80 | Draw Percent :10
809th training :=  Win Percent :100 | Draw Percent :0
810th training :=  Win Percent :100 | Draw Percent :0
811th training :=  Win Percent :100 | Draw Percent :0
812th training :=  Win Percent :90 | Draw Percent :0
813th training :=  Win Percent :90 | Draw Percent :10
814th training :=  Win Percent :90 | Draw Percent :0
815th training :=  Win Percent :100 | Draw Percent :0
816th training :=  Win Percent :90 | Draw Percent :0
817th training :=  Win Percent :100 | Draw Percent :0
818th training :=  Win Percent :100 | Draw Percent :0
819th training :=  Win Percent :100 | Draw Percent :0
820th training :=  Win Percent :90 | Draw Percent :0
821th training :=  Win Percent :90 | Draw Percent :10
822th training :=  Win Percent :80 | Draw Percent :20
823th training :=  Win Percent :100 | Draw Percent :0
824th training :=  Win Percent :100 | Draw Percent :0
825th training :=  Win Percent :80 | Draw Percent :10
826th training :=  Win Percent :100 | Draw Percent :0
827th training :=  Win Percent :100 | Draw Percent :0
828th training :=  Win Percent :100 | Draw Percent :0
829th training :=  Win Percent :100 | Draw Percent :0
830th training :=  Win Percent :90 | Draw Percent :10
831th training :=  Win Percent :80 | Draw Percent :10
832th training :=  Win Percent :100 | Draw Percent :0
833th training :=  Win Percent :100 | Draw Percent :0
834th training :=  Win Percent :100 | Draw Percent :0
835th training :=  Win Percent :100 | Draw Percent :0
836th training :=  Win Percent :80 | Draw Percent :10
837th training :=  Win Percent :100 | Draw Percent :0
838th training :=  Win Percent :90 | Draw Percent :0
839th training :=  Win Percent :90 | Draw Percent :10
840th training :=  Win Percent :90 | Draw Percent :10
841th training :=  Win Percent :90 | Draw Percent :10
842th training :=  Win Percent :100 | Draw Percent :0
843th training :=  Win Percent :100 | Draw Percent :0
844th training :=  Win Percent :90 | Draw Percent :10
845th training :=  Win Percent :90 | Draw Percent :10
846th training :=  Win Percent :80 | Draw Percent :20
847th training :=  Win Percent :90 | Draw Percent :10
848th training :=  Win Percent :100 | Draw Percent :0
849th training :=  Win Percent :100 | Draw Percent :0
850th training :=  Win Percent :90 | Draw Percent :10
851th training :=  Win Percent :100 | Draw Percent :0
852th training :=  Win Percent :100 | Draw Percent :0
853th training :=  Win Percent :80 | Draw Percent :20
854th training :=  Win Percent :100 | Draw Percent :0
855th training :=  Win Percent :90 | Draw Percent :0
856th training :=  Win Percent :100 | Draw Percent :0
857th training :=  Win Percent :100 | Draw Percent :0
858th training :=  Win Percent :100 | Draw Percent :0
859th training :=  Win Percent :100 | Draw Percent :0
860th training :=  Win Percent :100 | Draw Percent :0
861th training :=  Win Percent :100 | Draw Percent :0
862th training :=  Win Percent :100 | Draw Percent :0
863th training :=  Win Percent :100 | Draw Percent :0
864th training :=  Win Percent :100 | Draw Percent :0
865th training :=  Win Percent :90 | Draw Percent :0
866th training :=  Win Percent :90 | Draw Percent :0
867th training :=  Win Percent :90 | Draw Percent :10
868th training :=  Win Percent :90 | Draw Percent :10
869th training :=  Win Percent :100 | Draw Percent :0
870th training :=  Win Percent :90 | Draw Percent :10
871th training :=  Win Percent :100 | Draw Percent :0
872th training :=  Win Percent :100 | Draw Percent :0
873th training :=  Win Percent :80 | Draw Percent :20
874th training :=  Win Percent :100 | Draw Percent :0
875th training :=  Win Percent :80 | Draw Percent :0
876th training :=  Win Percent :90 | Draw Percent :10
877th training :=  Win Percent :100 | Draw Percent :0
878th training :=  Win Percent :100 | Draw Percent :0
879th training :=  Win Percent :90 | Draw Percent :10
880th training :=  Win Percent :90 | Draw Percent :10
881th training :=  Win Percent :100 | Draw Percent :0
882th training :=  Win Percent :100 | Draw Percent :0
883th training :=  Win Percent :90 | Draw Percent :10
884th training :=  Win Percent :80 | Draw Percent :20
885th training :=  Win Percent :90 | Draw Percent :10
886th training :=  Win Percent :100 | Draw Percent :0
887th training :=  Win Percent :100 | Draw Percent :0
888th training :=  Win Percent :100 | Draw Percent :0
889th training :=  Win Percent :90 | Draw Percent :10
890th training :=  Win Percent :100 | Draw Percent :0
891th training :=  Win Percent :100 | Draw Percent :0
892th training :=  Win Percent :80 | Draw Percent :20
893th training :=  Win Percent :100 | Draw Percent :0
894th training :=  Win Percent :100 | Draw Percent :0
895th training :=  Win Percent :90 | Draw Percent :10
896th training :=  Win Percent :90 | Draw Percent :10
897th training :=  Win Percent :90 | Draw Percent :0
898th training :=  Win Percent :90 | Draw Percent :10
899th training :=  Win Percent :90 | Draw Percent :10
900th training :=  Win Percent :100 | Draw Percent :0
901th training :=  Win Percent :90 | Draw Percent :0
902th training :=  Win Percent :90 | Draw Percent :10
903th training :=  Win Percent :100 | Draw Percent :0
904th training :=  Win Percent :100 | Draw Percent :0
905th training :=  Win Percent :100 | Draw Percent :0
906th training :=  Win Percent :100 | Draw Percent :0
907th training :=  Win Percent :90 | Draw Percent :10
908th training :=  Win Percent :90 | Draw Percent :10
909th training :=  Win Percent :100 | Draw Percent :0
910th training :=  Win Percent :90 | Draw Percent :10
911th training :=  Win Percent :100 | Draw Percent :0
912th training :=  Win Percent :90 | Draw Percent :10
913th training :=  Win Percent :100 | Draw Percent :0
914th training :=  Win Percent :100 | Draw Percent :0
915th training :=  Win Percent :90 | Draw Percent :10
916th training :=  Win Percent :100 | Draw Percent :0
917th training :=  Win Percent :80 | Draw Percent :10
918th training :=  Win Percent :100 | Draw Percent :0
919th training :=  Win Percent :90 | Draw Percent :10
920th training :=  Win Percent :100 | Draw Percent :0
921th training :=  Win Percent :100 | Draw Percent :0
922th training :=  Win Percent :90 | Draw Percent :0
923th training :=  Win Percent :100 | Draw Percent :0
924th training :=  Win Percent :90 | Draw Percent :10
925th training :=  Win Percent :100 | Draw Percent :0
926th training :=  Win Percent :100 | Draw Percent :0
927th training :=  Win Percent :90 | Draw Percent :10
928th training :=  Win Percent :90 | Draw Percent :10
929th training :=  Win Percent :100 | Draw Percent :0
930th training :=  Win Percent :90 | Draw Percent :10
931th training :=  Win Percent :100 | Draw Percent :0
932th training :=  Win Percent :90 | Draw Percent :0
933th training :=  Win Percent :100 | Draw Percent :0
934th training :=  Win Percent :90 | Draw Percent :10
935th training :=  Win Percent :100 | Draw Percent :0
936th training :=  Win Percent :100 | Draw Percent :0
937th training :=  Win Percent :90 | Draw Percent :10
938th training :=  Win Percent :90 | Draw Percent :10
939th training :=  Win Percent :100 | Draw Percent :0
940th training :=  Win Percent :90 | Draw Percent :10
941th training :=  Win Percent :80 | Draw Percent :20
942th training :=  Win Percent :100 | Draw Percent :0
943th training :=  Win Percent :90 | Draw Percent :10
944th training :=  Win Percent :100 | Draw Percent :0
945th training :=  Win Percent :80 | Draw Percent :10
946th training :=  Win Percent :90 | Draw Percent :10
947th training :=  Win Percent :100 | Draw Percent :0
948th training :=  Win Percent :100 | Draw Percent :0
949th training :=  Win Percent :90 | Draw Percent :10
950th training :=  Win Percent :100 | Draw Percent :0
951th training :=  Win Percent :90 | Draw Percent :10
952th training :=  Win Percent :100 | Draw Percent :0
953th training :=  Win Percent :90 | Draw Percent :10
954th training :=  Win Percent :100 | Draw Percent :0
955th training :=  Win Percent :100 | Draw Percent :0
956th training :=  Win Percent :100 | Draw Percent :0
957th training :=  Win Percent :100 | Draw Percent :0
958th training :=  Win Percent :100 | Draw Percent :0
959th training :=  Win Percent :80 | Draw Percent :20
960th training :=  Win Percent :100 | Draw Percent :0
961th training :=  Win Percent :90 | Draw Percent :10
962th training :=  Win Percent :100 | Draw Percent :0
963th training :=  Win Percent :100 | Draw Percent :0
964th training :=  Win Percent :100 | Draw Percent :0
965th training :=  Win Percent :100 | Draw Percent :0
966th training :=  Win Percent :90 | Draw Percent :10
967th training :=  Win Percent :90 | Draw Percent :10
968th training :=  Win Percent :100 | Draw Percent :0
969th training :=  Win Percent :90 | Draw Percent :0
970th training :=  Win Percent :100 | Draw Percent :0
971th training :=  Win Percent :100 | Draw Percent :0
972th training :=  Win Percent :90 | Draw Percent :0
973th training :=  Win Percent :100 | Draw Percent :0
974th training :=  Win Percent :100 | Draw Percent :0
975th training :=  Win Percent :100 | Draw Percent :0
976th training :=  Win Percent :90 | Draw Percent :10
977th training :=  Win Percent :100 | Draw Percent :0
978th training :=  Win Percent :80 | Draw Percent :20
979th training :=  Win Percent :100 | Draw Percent :0
980th training :=  Win Percent :100 | Draw Percent :0
981th training :=  Win Percent :100 | Draw Percent :0
982th training :=  Win Percent :100 | Draw Percent :0
983th training :=  Win Percent :90 | Draw Percent :10
984th training :=  Win Percent :90 | Draw Percent :10
985th training :=  Win Percent :100 | Draw Percent :0
986th training :=  Win Percent :80 | Draw Percent :10
987th training :=  Win Percent :100 | Draw Percent :0
988th training :=  Win Percent :90 | Draw Percent :10
989th training :=  Win Percent :90 | Draw Percent :10
990th training :=  Win Percent :100 | Draw Percent :0
991th training :=  Win Percent :100 | Draw Percent :0
992th training :=  Win Percent :80 | Draw Percent :10
993th training :=  Win Percent :100 | Draw Percent :0
994th training :=  Win Percent :90 | Draw Percent :10
995th training :=  Win Percent :80 | Draw Percent :20
996th training :=  Win Percent :100 | Draw Percent :0
997th training :=  Win Percent :90 | Draw Percent :10
998th training :=  Win Percent :100 | Draw Percent :0
999th training :=  Win Percent :100 | Draw Percent :0
